"iso3c","date","country","region","income_level","goal","ind_quality","ind_number","goal_count"
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","10",0,1,1
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","11",0,3,3
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","16",0.286,7,7
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","2",1,2,2
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","3",1,5,5
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","4",0.667,6,6
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","5",0.214,13,14
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","8",0.333,6,6
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.4,44,45
"ALB",2010,"Albania","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.395,43,43
"AND",2010,"Andorra","Europe & Central Asia","High income","Combined",0.1,49,50
"AND",2010,"Andorra","Europe & Central Asia","High income","Any Data Available",0.12,49,50
"AND",2010,"Andorra","Europe & Central Asia","High income","Tier 1",0.222,30,18
"AND",2010,"Andorra","Europe & Central Asia","High income","Tier 2",0.031,19,32
"AND",2010,"Andorra","Europe & Central Asia","High income","1",0,6,6
"AND",2010,"Andorra","Europe & Central Asia","High income","10",0,1,1
"AND",2010,"Andorra","Europe & Central Asia","High income","11",0,3,3
"AND",2010,"Andorra","Europe & Central Asia","High income","16",0.143,7,7
"AND",2010,"Andorra","Europe & Central Asia","High income","2",0,2,2
"AND",2010,"Andorra","Europe & Central Asia","High income","3",0.2,5,5
"AND",2010,"Andorra","Europe & Central Asia","High income","4",0.333,6,6
"AND",2010,"Andorra","Europe & Central Asia","High income","5",0.071,13,14
"AND",2010,"Andorra","Europe & Central Asia","High income","8",0,6,6
"AND",2010,"Andorra","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.111,44,45
"AND",2010,"Andorra","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.093,43,43
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","Combined",0.2,49,50
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","Any Data Available",0.22,49,50
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","Tier 1",0.5,30,18
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","Tier 2",0.031,19,32
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","1",0,6,6
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","10",0,1,1
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","11",0,3,3
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","16",0.143,7,7
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","2",0,2,2
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","3",0.6,5,5
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","4",0.5,6,6
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","5",0.143,13,14
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","8",0.167,6,6
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","Top 5 DHS/MICS Dropped",0.222,44,45
"ARE",2010,"United Arab Emirates","Middle East & North Africa","High income","Top 7 DHS/MICS Dropped",0.233,43,43
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","Combined",0.34,49,50
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","Any Data Available",0.42,49,50
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","Tier 1",0.833,30,18
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","Tier 2",0.062,19,32
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","1",0.167,6,6
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","10",0,1,1
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","11",0,3,3
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","16",0.143,7,7
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","2",0.5,2,2
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","3",0.8,5,5
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","4",0.667,6,6
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","5",0.214,13,14
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","8",0.5,6,6
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","Top 5 DHS/MICS Dropped",0.378,44,45
"ARG",2010,"Argentina","Latin America & Caribbean","Upper middle income","Top 7 DHS/MICS Dropped",0.395,43,43
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","Combined",0.38,49,50
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","Any Data Available",0.46,49,50
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","Tier 1",0.833,30,18
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","Tier 2",0.125,19,32
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","1",0.167,6,6
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","10",0,1,1
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","11",0,3,3
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","16",0.286,7,7
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","2",1,2,2
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","3",1,5,5
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","4",0.5,6,6
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","5",0.286,13,14
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","8",0.333,6,6
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.4,44,45
"ARM",2010,"Armenia","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.395,43,43
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","Combined",0.02,49,50
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","Any Data Available",0.06,49,50
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","Tier 1",0.056,30,18
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","Tier 2",0,19,32
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","1",0,6,6
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","10",0,1,1
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","11",0,3,3
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","16",0,7,7
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","2",0,2,2
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","3",0.2,5,5
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","4",0,6,6
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","5",0,13,14
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","8",0,6,6
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","Top 5 DHS/MICS Dropped",0.022,44,45
"ASM",2010,"American Samoa","East Asia & Pacific","Upper middle income","Top 7 DHS/MICS Dropped",0.023,43,43
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","Combined",0.14,49,50
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","Any Data Available",0.14,49,50
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 1",0.333,30,18
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 2",0.031,19,32
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","1",0,6,6
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","10",0,1,1
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","11",0,3,3
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","16",0.143,7,7
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","2",0,2,2
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","3",0.6,5,5
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","4",0.333,6,6
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","5",0.071,13,14
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","8",0,6,6
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","Top 5 DHS/MICS Dropped",0.156,44,45
"ATG",2010,"Antigua and Barbuda","Latin America & Caribbean","High income","Top 7 DHS/MICS Dropped",0.14,43,43
"AUS",2010,"Australia","East Asia & Pacific","High income","Combined",0.333,49,50
"AUS",2010,"Australia","East Asia & Pacific","High income","Any Data Available",0.42,49,50
"AUS",2010,"Australia","East Asia & Pacific","High income","Tier 1",0.704,30,18
"AUS",2010,"Australia","East Asia & Pacific","High income","Tier 2",0.125,19,32
"AUS",2010,"Australia","East Asia & Pacific","High income","1",0,6,6
"AUS",2010,"Australia","East Asia & Pacific","High income","10",0,1,1
"AUS",2010,"Australia","East Asia & Pacific","High income","11",0,3,3
"AUS",2010,"Australia","East Asia & Pacific","High income","16",0.381,7,7
"AUS",2010,"Australia","East Asia & Pacific","High income","2",0.5,2,2
"AUS",2010,"Australia","East Asia & Pacific","High income","3",0.8,5,5
"AUS",2010,"Australia","East Asia & Pacific","High income","4",0.5,6,6
"AUS",2010,"Australia","East Asia & Pacific","High income","5",0.214,13,14
"AUS",2010,"Australia","East Asia & Pacific","High income","8",0.5,6,6
"AUS",2010,"Australia","East Asia & Pacific","High income","Top 5 DHS/MICS Dropped",0.37,44,45
"AUS",2010,"Australia","East Asia & Pacific","High income","Top 7 DHS/MICS Dropped",0.388,43,43
"AUT",2010,"Austria","Europe & Central Asia","High income","Combined",0.353,49,50
"AUT",2010,"Austria","Europe & Central Asia","High income","Any Data Available",0.42,49,50
"AUT",2010,"Austria","Europe & Central Asia","High income","Tier 1",0.759,30,18
"AUT",2010,"Austria","Europe & Central Asia","High income","Tier 2",0.125,19,32
"AUT",2010,"Austria","Europe & Central Asia","High income","1",0.333,6,6
"AUT",2010,"Austria","Europe & Central Asia","High income","10",0,1,1
"AUT",2010,"Austria","Europe & Central Asia","High income","11",0,3,3
"AUT",2010,"Austria","Europe & Central Asia","High income","16",0.238,7,7
"AUT",2010,"Austria","Europe & Central Asia","High income","2",0,2,2
"AUT",2010,"Austria","Europe & Central Asia","High income","3",0.6,5,5
"AUT",2010,"Austria","Europe & Central Asia","High income","4",0.667,6,6
"AUT",2010,"Austria","Europe & Central Asia","High income","5",0.214,13,14
"AUT",2010,"Austria","Europe & Central Asia","High income","8",0.667,6,6
"AUT",2010,"Austria","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.393,44,45
"AUT",2010,"Austria","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.411,43,43
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","Combined",0.353,49,50
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","Any Data Available",0.42,49,50
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 1",0.759,30,18
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 2",0.125,19,32
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","1",0.167,6,6
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","10",0,1,1
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","11",0,3,3
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","16",0.381,7,7
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","2",0.5,2,2
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","3",1,5,5
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","4",0.5,6,6
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","5",0.214,13,14
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","8",0.333,6,6
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.37,44,45
"AZE",2010,"Azerbaijan","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.364,43,43
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","Combined",0.22,49,50
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","Any Data Available",0.32,49,50
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","Tier 1",0.5,30,18
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","Tier 2",0.062,19,32
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","1",0,6,6
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","10",0,1,1
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","11",0,3,3
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","16",0,7,7
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","2",0.5,2,2
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","3",1,5,5
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","4",0.333,6,6
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","5",0.143,13,14
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","8",0.167,6,6
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.222,44,45
"BDI",2010,"Burundi","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.209,43,43
"BEL",2010,"Belgium","Europe & Central Asia","High income","Combined",0.38,49,50
"BEL",2010,"Belgium","Europe & Central Asia","High income","Any Data Available",0.44,49,50
"BEL",2010,"Belgium","Europe & Central Asia","High income","Tier 1",0.778,30,18
"BEL",2010,"Belgium","Europe & Central Asia","High income","Tier 2",0.156,19,32
"BEL",2010,"Belgium","Europe & Central Asia","High income","1",0.333,6,6
"BEL",2010,"Belgium","Europe & Central Asia","High income","10",0,1,1
"BEL",2010,"Belgium","Europe & Central Asia","High income","11",0,3,3
"BEL",2010,"Belgium","Europe & Central Asia","High income","16",0.286,7,7
"BEL",2010,"Belgium","Europe & Central Asia","High income","2",0.5,2,2
"BEL",2010,"Belgium","Europe & Central Asia","High income","3",0.6,5,5
"BEL",2010,"Belgium","Europe & Central Asia","High income","4",0.667,6,6
"BEL",2010,"Belgium","Europe & Central Asia","High income","5",0.214,13,14
"BEL",2010,"Belgium","Europe & Central Asia","High income","8",0.667,6,6
"BEL",2010,"Belgium","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.422,44,45
"BEL",2010,"Belgium","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.442,43,43
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","Combined",0.2,49,50
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","Any Data Available",0.26,49,50
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","Tier 1",0.444,30,18
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","Tier 2",0.062,19,32
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","1",0,6,6
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","10",0,1,1
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","11",0,3,3
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","16",0,7,7
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","2",0.5,2,2
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","3",1,5,5
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","4",0.167,6,6
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","5",0.143,13,14
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","8",0.167,6,6
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","Top 5 DHS/MICS Dropped",0.2,44,45
"BEN",2010,"Benin","Sub-Saharan Africa","Lower middle income","Top 7 DHS/MICS Dropped",0.186,43,43
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","Combined",0.26,49,50
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","Any Data Available",0.3,49,50
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 1",0.611,30,18
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 2",0.062,19,32
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","1",0,6,6
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","10",0,1,1
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","11",0,3,3
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","16",0.143,7,7
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","2",0.5,2,2
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","3",1,5,5
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","4",0.333,6,6
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","5",0.214,13,14
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","8",0.167,6,6
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.267,44,45
"BFA",2010,"Burkina Faso","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.256,43,43
"BGD",2010,"Bangladesh","South Asia","Lower middle income","Combined",0.3,49,50
"BGD",2010,"Bangladesh","South Asia","Lower middle income","Any Data Available",0.36,49,50
"BGD",2010,"Bangladesh","South Asia","Lower middle income","Tier 1",0.722,30,18
"BGD",2010,"Bangladesh","South Asia","Lower middle income","Tier 2",0.062,19,32
"BGD",2010,"Bangladesh","South Asia","Lower middle income","1",0,6,6
"BGD",2010,"Bangladesh","South Asia","Lower middle income","10",0,1,1
"BGD",2010,"Bangladesh","South Asia","Lower middle income","11",0,3,3
"BGD",2010,"Bangladesh","South Asia","Lower middle income","16",0.143,7,7
"BGD",2010,"Bangladesh","South Asia","Lower middle income","2",1,2,2
"BGD",2010,"Bangladesh","South Asia","Lower middle income","3",1,5,5
"BGD",2010,"Bangladesh","South Asia","Lower middle income","4",0.5,6,6
"BGD",2010,"Bangladesh","South Asia","Lower middle income","5",0.143,13,14
"BGD",2010,"Bangladesh","South Asia","Lower middle income","8",0.333,6,6
"BGD",2010,"Bangladesh","South Asia","Lower middle income","Top 5 DHS/MICS Dropped",0.333,44,45
"BGD",2010,"Bangladesh","South Asia","Lower middle income","Top 7 DHS/MICS Dropped",0.326,43,43
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","Combined",0.373,49,50
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","Any Data Available",0.44,49,50
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 1",0.759,30,18
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 2",0.156,19,32
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","1",0.167,6,6
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","10",0,1,1
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","11",0,3,3
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","16",0.238,7,7
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","2",0.5,2,2
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","3",0.8,5,5
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","4",0.667,6,6
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","5",0.214,13,14
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","8",0.667,6,6
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.415,44,45
"BGR",2010,"Bulgaria","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.434,43,43
"BHR",2010,"Bahrain","Middle East & North Africa","High income","Combined",0.233,49,50
"BHR",2010,"Bahrain","Middle East & North Africa","High income","Any Data Available",0.28,49,50
"BHR",2010,"Bahrain","Middle East & North Africa","High income","Tier 1",0.593,30,18
"BHR",2010,"Bahrain","Middle East & North Africa","High income","Tier 2",0.031,19,32
"BHR",2010,"Bahrain","Middle East & North Africa","High income","1",0,6,6
"BHR",2010,"Bahrain","Middle East & North Africa","High income","10",0,1,1
"BHR",2010,"Bahrain","Middle East & North Africa","High income","11",0,3,3
"BHR",2010,"Bahrain","Middle East & North Africa","High income","16",0.238,7,7
"BHR",2010,"Bahrain","Middle East & North Africa","High income","2",0.5,2,2
"BHR",2010,"Bahrain","Middle East & North Africa","High income","3",0.6,5,5
"BHR",2010,"Bahrain","Middle East & North Africa","High income","4",0.5,6,6
"BHR",2010,"Bahrain","Middle East & North Africa","High income","5",0.143,13,14
"BHR",2010,"Bahrain","Middle East & North Africa","High income","8",0.167,6,6
"BHR",2010,"Bahrain","Middle East & North Africa","High income","Top 5 DHS/MICS Dropped",0.259,44,45
"BHR",2010,"Bahrain","Middle East & North Africa","High income","Top 7 DHS/MICS Dropped",0.271,43,43
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","Combined",0.18,49,50
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","Any Data Available",0.2,49,50
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","Tier 1",0.444,30,18
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","Tier 2",0.031,19,32
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","1",0,6,6
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","10",0,1,1
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","11",0,3,3
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","16",0.143,7,7
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","2",0,2,2
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","3",0.8,5,5
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","4",0.167,6,6
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","5",0.143,13,14
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","8",0.167,6,6
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","Top 5 DHS/MICS Dropped",0.2,44,45
"BHS",2010,"Bahamas, The","Latin America & Caribbean","High income","Top 7 DHS/MICS Dropped",0.186,43,43
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Combined",0.267,49,50
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Any Data Available",0.34,49,50
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 1",0.685,30,18
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 2",0.031,19,32
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","1",0.167,6,6
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","10",0,1,1
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","11",0,3,3
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","16",0.19,7,7
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2",0,2,2
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","3",0.6,5,5
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0.5,6,6
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.143,13,14
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0.5,6,6
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.296,44,45
"BIH",2010,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.31,43,43
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.24,49,50
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","Any Data Available",0.3,49,50
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",0.556,30,18
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.062,19,32
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","1",0.167,6,6
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","10",0,1,1
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","11",0,3,3
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","16",0.286,7,7
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","2",0,2,2
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","3",0.8,5,5
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","4",0.333,6,6
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","5",0.071,13,14
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","8",0.333,6,6
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.267,44,45
"BLR",2010,"Belarus","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.279,43,43
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","Combined",0.22,49,50
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","Any Data Available",0.24,49,50
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","Tier 1",0.556,30,18
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","Tier 2",0.031,19,32
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","1",0,6,6
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","10",0,1,1
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","11",0,3,3
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","16",0.143,7,7
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","2",0.5,2,2
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","3",0.8,5,5
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","4",0.333,6,6
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","5",0.143,13,14
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","8",0.167,6,6
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","Top 5 DHS/MICS Dropped",0.244,44,45
"BLZ",2010,"Belize","Latin America & Caribbean","Upper middle income","Top 7 DHS/MICS Dropped",0.256,43,43
"BMU",2010,"Bermuda","North America","High income","Combined",0.12,49,50
"BMU",2010,"Bermuda","North America","High income","Any Data Available",0.12,49,50
"BMU",2010,"Bermuda","North America","High income","Tier 1",0.278,30,18
"BMU",2010,"Bermuda","North America","High income","Tier 2",0.031,19,32
"BMU",2010,"Bermuda","North America","High income","1",0,6,6
"BMU",2010,"Bermuda","North America","High income","10",0,1,1
"BMU",2010,"Bermuda","North America","High income","11",0,3,3
"BMU",2010,"Bermuda","North America","High income","16",0.143,7,7
"BMU",2010,"Bermuda","North America","High income","2",0,2,2
"BMU",2010,"Bermuda","North America","High income","3",0.4,5,5
"BMU",2010,"Bermuda","North America","High income","4",0.167,6,6
"BMU",2010,"Bermuda","North America","High income","5",0.071,13,14
"BMU",2010,"Bermuda","North America","High income","8",0.167,6,6
"BMU",2010,"Bermuda","North America","High income","Top 5 DHS/MICS Dropped",0.133,44,45
"BMU",2010,"Bermuda","North America","High income","Top 7 DHS/MICS Dropped",0.116,43,43
"BOL",2010,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.34,49,50
