Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Type of skill],[Units]
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","48","Bahrain","2019","0.98177","2019","","","","","Telecommunications Regulatory Authority (TRA)","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","48","Bahrain","2019","2.40512","2019","","","","","Telecommunications Regulatory Authority (TRA)","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","48","Bahrain","2019","2.06095","2019","","","","","Telecommunications Regulatory Authority (TRA)","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","48","Bahrain","2019","0.35613","2019","","","","","Telecommunications Regulatory Authority (TRA)","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","48","Bahrain","2019","1.13406","2019","","","","","Telecommunications Regulatory Authority (TRA)","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2010","0.91185","2010","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.84858","2011","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.91253","2011","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.92625","2011","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.93133","2011","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.79850","2011","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.67628","2011","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.37624","2011","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2011","0.80546","2011","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.79913","2012","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.92064","2012","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.90895","2012","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.83990","2012","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.66475","2012","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.39528","2012","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2012","0.87320","2012","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2013","0.92674","2013","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.83489","2014","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.89887","2014","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.94598","2014","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.84057","2014","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.67169","2014","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.35818","2014","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2014","0.87605","2014","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.83212","2015","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.79783","2015","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.91259","2015","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.94053","2015","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.21835","2015","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.76838","2015","","","","","Eurostat","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2015","0.89687","2015","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.82761","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.90531","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.92032","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.83851","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.68194","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.29338","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2016","0.85501","2016","","","","","Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2017","0.85226","2017","","","","","Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2017","0.97929","2017","","","","","Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","56","Belgium","2017","0.98687","2017","","","","","Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)","","","C","G","COPA","Ratio"
