"iso3c","country","region","income","goal","ind_quality","ind_number","date"
"PLW","Palau","East Asia & Pacific","Upper middle income",10,0,1,2007
"PLW","Palau","East Asia & Pacific","Upper middle income",16,0,5,2007
"PLW","Palau","East Asia & Pacific","Upper middle income",NA,0,1,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",1,0,5,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",2,0.5,2,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",3,1,5,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",4,0.167,6,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",5,0.077,13,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",8,0,6,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",10,0,1,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",16,0.2,5,2007
"PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",NA,0,1,2007
"POL","Poland","Europe & Central Asia","High income",1,0.2,5,2007
"POL","Poland","Europe & Central Asia","High income",2,0,2,2007
"POL","Poland","Europe & Central Asia","High income",3,0.8,5,2007
"POL","Poland","Europe & Central Asia","High income",4,0.5,6,2007
"POL","Poland","Europe & Central Asia","High income",5,0.231,13,2007
"POL","Poland","Europe & Central Asia","High income",8,0.333,6,2007
"POL","Poland","Europe & Central Asia","High income",10,1,1,2007
"POL","Poland","Europe & Central Asia","High income",16,0.6,5,2007
"POL","Poland","Europe & Central Asia","High income",NA,0,1,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",1,0,5,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",2,0,2,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",3,0.4,5,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",4,0,6,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",5,0,13,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",8,0.333,6,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",10,0,1,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",16,0.2,5,2007
"PRI","Puerto Rico","Latin America & Caribbean ","High income",NA,0,1,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",1,0,5,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2,0.5,2,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",3,0.8,5,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",4,0,6,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",5,0.077,13,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",8,0,6,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",10,0,1,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",16,0,5,2007
"PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",NA,0,1,2007
"PRT","Portugal","Europe & Central Asia","High income",1,0.4,5,2007
"PRT","Portugal","Europe & Central Asia","High income",2,0,2,2007
"PRT","Portugal","Europe & Central Asia","High income",3,0.6,5,2007
"PRT","Portugal","Europe & Central Asia","High income",4,0.5,6,2007
"PRT","Portugal","Europe & Central Asia","High income",5,0.154,13,2007
"PRT","Portugal","Europe & Central Asia","High income",8,0.667,6,2007
"PRT","Portugal","Europe & Central Asia","High income",10,1,1,2007
"PRT","Portugal","Europe & Central Asia","High income",16,0.2,5,2007
"PRT","Portugal","Europe & Central Asia","High income",NA,0,1,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",1,0.4,5,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",2,0,2,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",3,0.8,5,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",4,0.5,6,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",5,0.077,13,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",8,0.333,6,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",10,1,1,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",16,0.333,5,2007
"PRY","Paraguay","Latin America & Caribbean ","Upper middle income",NA,0,1,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",1,0.2,5,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",2,0,2,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",3,0.6,5,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",4,0.5,6,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",5,0.077,13,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",8,0.167,6,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",10,1,1,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",16,0.4,5,2007
"PSE","West Bank and Gaza","Middle East & North Africa","Upper middle income",NA,0,1,2007
"PYF","French Polynesia","East Asia & Pacific","High income",1,0,5,2007
"PYF","French Polynesia","East Asia & Pacific","High income",2,0,2,2007
"PYF","French Polynesia","East Asia & Pacific","High income",3,0.2,5,2007
"PYF","French Polynesia","East Asia & Pacific","High income",4,0,6,2007
"PYF","French Polynesia","East Asia & Pacific","High income",5,0,13,2007
"PYF","French Polynesia","East Asia & Pacific","High income",8,0.167,6,2007
"PYF","French Polynesia","East Asia & Pacific","High income",10,0,1,2007
"PYF","French Polynesia","East Asia & Pacific","High income",16,0.2,5,2007
"PYF","French Polynesia","East Asia & Pacific","High income",NA,0,1,2007
"QAT","Qatar","Middle East & North Africa","High income",1,0,5,2007
"QAT","Qatar","Middle East & North Africa","High income",2,0,2,2007
"QAT","Qatar","Middle East & North Africa","High income",3,0.8,5,2007
"QAT","Qatar","Middle East & North Africa","High income",4,0.5,6,2007
"QAT","Qatar","Middle East & North Africa","High income",5,0.077,13,2007
"QAT","Qatar","Middle East & North Africa","High income",8,0.167,6,2007
"QAT","Qatar","Middle East & North Africa","High income",10,0,1,2007
"QAT","Qatar","Middle East & North Africa","High income",16,0.333,5,2007
"QAT","Qatar","Middle East & North Africa","High income",NA,0,1,2007
"ROU","Romania","Europe & Central Asia","High income",1,0.4,5,2007
"ROU","Romania","Europe & Central Asia","High income",2,0,2,2007
"ROU","Romania","Europe & Central Asia","High income",3,1,5,2007
"ROU","Romania","Europe & Central Asia","High income",4,0.5,6,2007
"ROU","Romania","Europe & Central Asia","High income",5,0.154,13,2007
"ROU","Romania","Europe & Central Asia","High income",8,0.333,6,2007
"ROU","Romania","Europe & Central Asia","High income",10,1,1,2007
"ROU","Romania","Europe & Central Asia","High income",16,0.4,5,2007
"ROU","Romania","Europe & Central Asia","High income",NA,0,1,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",1,0.4,5,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",2,0,2,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",3,0.6,5,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",4,0.333,6,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",5,0.077,13,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",8,0.333,6,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",10,1,1,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",16,0.2,5,2007
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",NA,0,1,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",1,0.2,5,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",2,0.5,2,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",3,1,5,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",4,0.167,6,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",5,0.077,13,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",8,0,6,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",10,1,1,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",16,0.2,5,2007
"RWA","Rwanda","Sub-Saharan Africa ","Low income",NA,0,1,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",1,0,5,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",2,0,2,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",3,0.8,5,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",4,0.167,6,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",5,0.077,13,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",8,0.167,6,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",10,0,1,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",16,0.2,5,2007
"SAU","Saudi Arabia","Middle East & North Africa","High income",NA,0,1,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",1,0,5,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",2,0,2,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",3,0.8,5,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",4,0.167,6,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",5,0,13,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",8,0,6,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",10,0,1,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",16,0,5,2007
"SDN","Sudan","Sub-Saharan Africa ","Low income",NA,0,1,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",1,0.4,5,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",3,1,5,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",5,0.077,13,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",8,0,6,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",10,1,1,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",16,0,5,2007
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",NA,0,1,2007
"SGP","Singapore","East Asia & Pacific","High income",1,0,5,2007
"SGP","Singapore","East Asia & Pacific","High income",2,0,2,2007
"SGP","Singapore","East Asia & Pacific","High income",3,0.6,5,2007
"SGP","Singapore","East Asia & Pacific","High income",4,0.333,6,2007
"SGP","Singapore","East Asia & Pacific","High income",5,0.077,13,2007
"SGP","Singapore","East Asia & Pacific","High income",8,0.333,6,2007
"SGP","Singapore","East Asia & Pacific","High income",10,0,1,2007
"SGP","Singapore","East Asia & Pacific","High income",16,0.2,5,2007
"SGP","Singapore","East Asia & Pacific","High income",NA,0,1,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",1,0.4,5,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",2,0.5,2,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",3,0.8,5,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",4,0,6,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",5,0.077,13,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",8,0,6,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",10,1,1,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",16,0.2,5,2007
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",NA,0,1,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",1,0,5,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",2,0.5,2,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",3,0.8,5,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",4,0.167,6,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",5,0.077,13,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",8,0.167,6,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",10,0,1,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",16,0.2,5,2007
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",NA,0,1,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",1,0.2,5,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",2,0.5,2,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",3,0.8,5,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",4,0.5,6,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",5,0.077,13,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",8,0.333,6,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",10,1,1,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",16,0.356,5,2007
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",NA,0,1,2007
"SMR","San Marino","Europe & Central Asia","High income",1,0,5,2007
"SMR","San Marino","Europe & Central Asia","High income",2,0,2,2007
"SMR","San Marino","Europe & Central Asia","High income",3,0.2,5,2007
"SMR","San Marino","Europe & Central Asia","High income",4,0.167,6,2007
"SMR","San Marino","Europe & Central Asia","High income",5,0.077,13,2007
"SMR","San Marino","Europe & Central Asia","High income",8,0.333,6,2007
"SMR","San Marino","Europe & Central Asia","High income",10,0,1,2007
"SMR","San Marino","Europe & Central Asia","High income",16,0.2,5,2007
"SMR","San Marino","Europe & Central Asia","High income",NA,0,1,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",1,0,5,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",2,0.5,2,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",3,0.6,5,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",4,0.167,6,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",5,0.154,13,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",8,0,6,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",10,0,1,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",16,0,5,2007
"SOM","Somalia","Sub-Saharan Africa ","Low income",NA,0,1,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",1,0.2,5,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",2,1,2,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",3,0.8,5,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",4,0.5,6,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",5,0.154,13,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",8,0.333,6,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",10,0,1,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",16,0.4,5,2007
"SRB","Serbia","Europe & Central Asia","Upper middle income",NA,0,1,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",1,0,5,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",2,0,2,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",3,0.8,5,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",4,0,6,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",5,0,13,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",8,0,6,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",10,0,1,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",16,0,5,2007
"SSD","South Sudan","Sub-Saharan Africa ","Low income",NA,0,1,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",1,0,5,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",3,0.8,5,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",5,0.077,13,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",8,0.167,6,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",10,0,1,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",16,0.2,5,2007
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",NA,0,1,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",1,0,5,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",2,0,2,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",3,0.8,5,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",4,0.167,6,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",5,0.077,13,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",8,0.167,6,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",10,0,1,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",16,0.2,5,2007
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",NA,0,1,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",1,0.4,5,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",2,0,2,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",3,0.8,5,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",4,0.5,6,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",5,0.154,13,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",8,0.5,6,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",10,1,1,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",16,0.2,5,2007
"SVK","Slovak Republic","Europe & Central Asia","High income",NA,0,1,2007
"SVN","Slovenia","Europe & Central Asia","High income",1,0.4,5,2007
"SVN","Slovenia","Europe & Central Asia","High income",2,0,2,2007
"SVN","Slovenia","Europe & Central Asia","High income",3,0.6,5,2007
"SVN","Slovenia","Europe & Central Asia","High income",4,0.5,6,2007
"SVN","Slovenia","Europe & Central Asia","High income",5,0.154,13,2007
"SVN","Slovenia","Europe & Central Asia","High income",8,0.5,6,2007
"SVN","Slovenia","Europe & Central Asia","High income",10,1,1,2007
"SVN","Slovenia","Europe & Central Asia","High income",16,0.4,5,2007
"SVN","Slovenia","Europe & Central Asia","High income",NA,0,1,2007
"SWE","Sweden","Europe & Central Asia","High income",1,0.4,5,2007
"SWE","Sweden","Europe & Central Asia","High income",2,0,2,2007
"SWE","Sweden","Europe & Central Asia","High income",3,0.4,5,2007
"SWE","Sweden","Europe & Central Asia","High income",4,0.5,6,2007
"SWE","Sweden","Europe & Central Asia","High income",5,0.154,13,2007
"SWE","Sweden","Europe & Central Asia","High income",8,0.5,6,2007
"SWE","Sweden","Europe & Central Asia","High income",10,1,1,2007
"SWE","Sweden","Europe & Central Asia","High income",16,0.4,5,2007
"SWE","Sweden","Europe & Central Asia","High income",NA,0,1,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",1,0,5,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",3,1,5,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",5,0.154,13,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",8,0.167,6,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",10,0,1,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",16,0.2,5,2007
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",NA,0,1,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",1,0,5,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",2,0,2,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",3,0,5,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",4,0,6,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",5,0,13,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",8,0,6,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",10,0,1,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",16,0,5,2007
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",NA,0,1,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",1,0,5,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",2,0,2,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",3,0.6,5,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",4,0.5,6,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",5,0.077,13,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",8,0.167,6,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",10,0,1,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",16,0.2,5,2007
"SYC","Seychelles","Sub-Saharan Africa ","High income",NA,0,1,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",1,0.4,5,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2,0,2,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",3,0.8,5,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",4,0.5,6,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",5,0.154,13,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",8,0.167,6,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",10,1,1,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",16,0.2,5,2007
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",NA,0,1,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",1,0,5,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",2,0,2,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",3,0.2,5,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",4,0.333,6,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",5,0,13,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",8,0.167,6,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",10,0,1,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",16,0.2,5,2007
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",NA,0,1,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",1,0,5,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",2,0.5,2,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",3,1,5,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",4,0.167,6,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",5,0.077,13,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",8,0,6,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",10,0,1,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",16,0,5,2007
"TCD","Chad","Sub-Saharan Africa ","Low income",NA,0,1,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",1,0.2,5,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",2,0.5,2,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",3,0.8,5,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",4,0.333,6,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",5,0.077,13,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",8,0.333,6,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",10,1,1,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",16,0.133,5,2007
"TGO","Togo","Sub-Saharan Africa ","Low income",NA,0,1,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",1,0.4,5,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",2,0.5,2,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",3,1,5,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",4,0.333,6,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",5,0.154,13,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",8,0.333,6,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",10,1,1,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",16,0.2,5,2007
"THA","Thailand","East Asia & Pacific","Upper middle income",NA,0,1,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",1,0.2,5,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",2,0.5,2,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",3,0.8,5,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",4,0.333,6,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",5,0.154,13,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",8,0.333,6,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",10,1,1,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",16,0.4,5,2007
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",NA,0,1,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",1,0,5,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2,0,2,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",3,0.6,5,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",4,0.167,6,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",5,0.077,13,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",8,0,6,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",10,0,1,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",16,0.2,5,2007
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",NA,0,1,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",1,0.4,5,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2,0.5,2,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",3,0.6,5,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",4,0.167,6,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",5,0.077,13,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",8,0.167,6,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",10,1,1,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",16,0.2,5,2007
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",NA,0,1,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",1,0,5,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",2,0,2,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",3,0.6,5,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",4,0.167,6,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",5,0.077,13,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",8,0.167,6,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",10,0,1,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",16,0.2,5,2007
"TON","Tonga","East Asia & Pacific","Upper middle income",NA,0,1,2007
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",1,0,5,2007
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",2,0,2,2007
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",3,0.8,5,2007
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",4,0.5,6,2007
